7.49163064,815.0021277,3401.014805,1,1
7.49163064,815.0021277,3401.014805,1,1
7.448382764,821.2419668,3422.054561,1,1
7.405134888,824.9776535,3436.316399,1,1
7.36607229,826.1170101,3449.086489,1,1
7.331194971,826.2826273,3459.233672,1,1
7.299107837,825.6262087,3468.862083,1,1
7.267020703,824.4765649,3476.367796,1,1
7.233538477,822.1923887,3484.424561,1,1
7.205636621,819.9082126,3494.645185,1,1
7.184710229,818.2707971,3499.479567,1,1
7.148437817,814.1559431,3512.356187,1,1
7.148437817,814.1559431,3512.356187,1,1
7.119140869,810.897925,3522.577618,1,1
7.096819385,808.1204817,3533.873714,1,1
7.080078271,806.8221221,3539.806166,1,1
7.066127344,805.2003844,3543.578795,1,1
7.054966602,803.7406632,3546.276758,1,1
7.043805859,801.6449277,3551.144229,1,1
7.041015674,801.004716,3554.395666,1,1
7.029854932,800.6831279,3556.024613,1,1
7.015904004,799.5539862,3561.978048,1,1
7.004743262,799.5539862,3563.604573,1,1
7.4,634.0,18.0,1,1
7.6,648.0,17.0,1,1
7.5,657.0,18.0,1,1
7.4,693.0,19.0,1,1
7.6,683.0,18.0,1,1
7.4,685.0,17.0,1,1
7.6,673.0,18.0,1,1
7.5,676.0,18.0,1,1
7.5,661.0,18.0,1,1
7.4,662.0,19.0,1,1
7.5,634.0,19.0,1,1
7.4,645.0,17.0,1,1
7.6,647.0,19.0,1,1
7.5,690.0,18.0,1,1
7.4,684.0,18.0,1,1
7.6,603.0,18.0,1,1
7.4,634.0,18.0,1,1
7.6,648.0,17.0,1,1
7.5,657.0,18.0,1,1
7.4,693.0,19.0,1,1
7.6,683.0,18.0,1,1
7.4,685.0,17.0,1,1
7.6,673.0,18.0,1,1
7.5,676.0,18.0,1,1
7.5,661.0,18.0,1,1
7.4,662.0,19.0,1,1
7.5,634.0,19.0,1,1
7.4,645.0,17.0,1,1
7.6,647.0,19.0,1,1
7.5,690.0,18.0,1,1
7.4,684.0,18.0,1,1
7.6,603.0,18.0,1,1
7.49163064,815.0021277,3401.014805,1,1
7.49163064,815.0021277,3401.014805,1,1
7.448382764,821.2419668,3422.054561,1,1
7.405134888,824.9776535,3436.316399,1,1
7.36607229,826.1170101,3449.086489,1,1
7.331194971,826.2826273,3459.233672,1,1
7.299107837,825.6262087,3468.862083,1,1
7.267020703,824.4765649,3476.367796,1,1
7.233538477,822.1923887,3484.424561,1,1
7.205636621,819.9082126,3494.645185,1,1
7.184710229,818.2707971,3499.479567,1,1
7.148437817,814.1559431,3512.356187,1,1
7.148437817,814.1559431,3512.356187,1,1
